61440,52505,8955,61460,0,0,0
122880,104943,17937,122880,0,0,0
165888,141512,24376,165888,0,0,0
245760,209564,36196,245760,0,0,0
307200,261960,45240,307200,0,0,0
350208,298513,51695,350208,0,0,0
411648,350595,61053,411648,0,0,0
436224,374007,62217,436224,0,0,0
473088,403158,69930,473088,0,0,0
509952,434607,75345,509952,0,0,0
559104,474977,84127,559104,0,0,0
583680,499242,84438,583680,0,0,0
614400,525321,89079,614400,0,0,0
712704,608862,103842,712704,0,0,0
743424,635940,107484,743424,0,0,0
817152,698871,118281,817152,0,0,0
878592,751048,127544,878592,0,0,0
946176,808728,137448,946176,0,0,0
952320,813514,138806,952320,0,0,0
958464,819429,139035,958464,0,0,0
976896,839048,137848,976896,0,0,0
989184,845768,143416,989184,0,0,0
995328,850505,144823,995328,0,0,0
1019904,872488,147416,1019904,0,0,0
1019904,872211,147693,1019904,0,0,0
1050624,895628,154996,1050624,0,0,0
1062912,911266,151646,1062912,0,0,0
1087488,927561,159927,1087488,0,0,0
1112064,951034,161030,1112064,0,0,0
1142784,977760,165024,1142784,0,0,0
1198080,1024889,173191,1198080,0,0,0
1222656,1045413,177243,1222656,0,0,0
1222656,1045702,176954,1222656,0,0,0
1222656,1045926,176730,1222656,0,0,0
1284096,1102138,181958,1284096,0,0,0
1314816,1124213,190603,1314816,0,0,0
1357824,1161012,196812,1357824,0,0,0
1357824,1161150,196674,1357824,0,0,0
1400832,1202204,198628,1400832,0,0,0
1456128,1243145,212983,1456128,0,0,0
1529856,1306844,223012,1529856,0,0,0
1628160,1390436,237724,1628160,0,0,0
1744896,1488756,256140,1744896,0,0,0
1873920,1601955,271965,1873920,0,0,0
1966080,1679694,286386,1966080,0,0,0
1996800,1707235,289565,1996800,0,0,0
2033664,1736874,296790,2033664,0,0,0
2095104,1794889,300215,2095104,0,0,0
2138112,1825674,312438,2138112,0,0,0
2211840,1888236,323604,2211840,0,0,0
2211840,1888236,323604,2211840,0,0,0
2297856,1962905,334951,2297856,0,0,0
2297856,1962905,334951,2297856,0,0,0
2433024,2077818,355206,2433024,0,0,0
2433024,2077818,355206,2433024,0,0,0
2482176,2120034,362142,2482176,0,0,0
2482176,2120034,362142,2482176,0,0,0
2531328,2162909,368419,2531328,0,0,0
2531328,2162909,368419,2531328,0,0,0
2697216,2304609,392607,2697216,0,0,0
2697216,2304609,392607,2697216,0,0,0
2820096,2409848,410248,2820096,0,0,0
2820096,2409848,410248,2820096,0,0,0
2887680,2467669,420011,2887680,0,0,0
2955264,2523651,431613,2955264,0,0,0
2955264,2523651,431613,2955264,0,0,0
2955264,2523499,431765,2955264,0,0,0
3028992,2590299,438693,3028992,0,0,0
3028992,2590299,438693,3028992,0,0,0
3028992,2587148,441844,3028992,0,0,0
3096576,2650250,446326,3096576,0,0,0
3108864,2657179,451685,3108864,0,0,0
3108864,2657179,451685,3108864,0,0,0
3188736,2724098,464638,3188736,0,0,0
3188736,2724098,464638,3188736,0,0,0
3188736,2722115,466621,3188736,0,0,0
3274752,2798159,476593,3274752,0,0,0
3274752,2798159,476593,3274752,0,0,0
3360768,2873337,487431,3360768,0,0,0
3360768,2873337,487431,3360768,0,0,0
3459072,2953504,505568,3459072,0,0,0
3459072,2953504,505568,3459072,0,0,0
3557376,3035516,521860,3557376,0,0,0
3557376,3035516,521860,3557376,0,0,0
3661824,3127036,534788,3661824,0,0,0
3661824,3127036,534788,3661824,0,0,0
3772416,3224184,548232,3772416,0,0,0
3772416,3224184,548232,3772416,0,0,0
3895296,3325019,570277,3895296,0,0,0
3895296,3325509,569787,3895296,0,0,0
3895296,3325019,570277,3895296,0,0,0
3895296,3325509,569787,3895296,0,0,0
4018176,3431465,586711,4018176,0,0,0
4018176,3431465,586711,4018176,0,0,0
4153344,3553828,599516,4153344,0,0,0
4153344,3553828,599516,4153344,0,0,0
4300800,3675015,625785,4300800,0,0,0
4300800,3675015,625785,4300800,0,0,0
4300800,3659177,641623,4300800,0,0,0
4454400,3805931,648469,4454400,0,0,0
4454400,3805931,648469,4454400,0,0,0
4460544,3806421,654123,4460544,0,0,0
4460544,3806421,654123,4460544,0,0,0
4460544,3787468,673076,4460544,0,0,0
4614144,3941873,672271,4614144,0,0,0
4626432,3949451,676981,4626432,0,0,0
4626432,3949451,676981,4626432,0,0,0
4804608,4091497,713111,4804608,0,0,0
5001216,4257836,743380,5001216,0,0,0
5210112,4433966,776146,5210112,0,0,0
5443584,4634188,809396,5443584,0,0,0
5695488,4861750,833738,5695488,0,0,0
5695488,4861750,833738,5695488,0,0,0
5695488,4850087,845401,5695488,0,0,0
5953536,5098270,855266,5953536,0,0,0
5953536,5098270,855266,5953536,0,0,0
5971968,5091916,880052,5971968,0,0,0
6027264,5137111,890153,6027264,0,0,0
6113280,5203098,910182,6113280,0,0,0
6150144,5233238,916906,6150144,0,0,0
6211584,5288824,922760,6211584,0,0,0
6248448,5318946,929502,6248448,0,0,0
6279168,5359516,919652,6279168,0,0,0
6279168,5359516,919652,6279168,0,0,0
6279168,5350592,928576,6279168,0,0,0
6279168,5349795,929373,6279168,0,0,0
6279168,5341538,937630,6279168,0,0,0
6309888,5365633,944255,6309888,0,0,0
6340608,5400348,940260,6340608,0,0,0
6377472,5426113,951359,6377472,0,0,0
6408192,5451044,957148,6408192,0,0,0
6445056,5482868,962188,6445056,0,0,0
6475776,5501979,973797,6475776,0,0,0
6494208,5548678,945530,6494208,0,0,0
6543360,5571304,972056,6543360,0,0,0
6586368,5598343,988025,6586368,0,0,0
6617088,5633055,984033,6617088,0,0,0
6653952,5664595,989357,6653952,0,0,0
6758400,5755680,1002720,6758400,0,0,0
6868992,5850000,1018992,6868992,0,0,0
6985728,5973970,1011758,6985728,0,0,0
6985728,5973970,1011758,6985728,0,0,0
6991872,5948544,1043328,6991872,0,0,0
7071744,6023802,1047942,7071744,0,0,0
7163904,6097554,1066350,7163904,0,0,0
7237632,6166442,1071190,7237632,0,0,0
7323648,6225327,1098321,7323648,0,0,0
7415808,6326096,1089712,7415808,0,0,0
7415808,6326096,1089712,7415808,0,0,0
7415808,6310568,1105240,7415808,0,0,0
7507968,6392346,1115622,7507968,0,0,0
7600128,6456784,1143344,7600128,0,0,0
7692288,6553690,1138598,7692288,0,0,0
7790592,6626164,1164428,7790592,0,0,0
7888896,6708005,1180891,7888896,0,0,0
7993344,6788685,1204659,7993344,0,0,0
8097792,6894866,1202926,8097792,0,0,0
8202240,6979804,1222436,8202240,0,0,0
8312832,7075632,1237200,8312832,0,0,0
8435712,7184073,1251639,8435712,0,0,0
8546304,7276559,1269745,8546304,0,0,0
8669184,7375598,1293586,8669184,0,0,0
8792064,7487665,1304399,8792064,0,0,0
8921088,7596819,1324269,8921088,0,0,0
9050112,7717118,1332994,9050112,0,0,0
9050112,7717118,1332994,9050112,0,0,0
9050112,7693755,1356357,9050112,0,0,0
9209856,7837056,1372800,9209856,0,0,0
9302016,7941070,1360946,9302016,0,0,0
9474048,8052973,1421075,9474048,0,0,0
9621504,8176036,1445468,9621504,0,0,0
9768960,8345136,1423824,9768960,0,0,0
9768960,8345136,1423824,9768960,0,0,0
9775104,8316682,1458422,9775104,0,0,0
9904128,8441394,1462734,9904128,0,0,0
10070016,8581000,1489016,10070016,0,0,0
10254336,8709593,1544743,10254336,0,0,0
10444800,8871326,1573474,10444800,0,0,0
10616832,9027286,1589546,10616832,0,0,0
10801152,9180402,1620750,10801152,0,0,0
10991616,9337447,1654169,10991616,0,0,0
11194368,9493970,1700398,11194368,0,0,0
11409408,9648631,1760777,11409408,0,0,0
11612160,9854261,1757899,11612160,0,0,0
11612160,9854261,1757899,11612160,0,0,0
11612160,9858181,1753979,11612160,0,0,0
11728896,9951518,1777378,11728896,0,0,0
11845632,10004045,1841587,11845632,0,0,0
11956224,10089716,1866508,11956224,0,0,0
12072960,10168055,1904905,12072960,0,0,0
12214272,10035676,2178596,12214272,0,0,0
12214272,10035676,2178596,12214272,0,0,0
12214272,9964647,2249625,12214272,0,0,0
12312576,10073090,2239486,12312576,0,0,0
12435456,10268523,2166933,12435456,0,0,0
12564480,10277486,2286994,12564480,0,0,0
12699648,10270970,2428678,12699648,0,0,0
12791808,10281823,2509985,12791808,0,0,0
12791808,10281823,2509985,12791808,0,0,0
12822528,10453637,2368891,12822528,0,0,0
12822528,10453637,2368891,12822528,0,0,0
12828672,10385567,2443105,12828672,0,0,0
12828672,10385567,2443105,12828672,0,0,0
12828672,10228820,2599852,12828672,0,0,0
12969984,10397968,2572016,12969984,0,0,0
13099008,10678012,2420996,13099008,0,0,0
13099008,10678012,2420996,13099008,0,0,0
13240320,10122335,3117985,13240320,0,0,0
13240320,10122335,3117985,13240320,0,0,0
13387776,10143894,3243882,13387776,0,0,0
13387776,10143894,3243882,13387776,0,0,0
13688832,10493473,3195359,13688832,0,0,0
13688832,10493473,3195359,13688832,0,0,0
13836288,9779847,4056441,13836288,0,0,0
13836288,9779847,4056441,13836288,0,0,0
13996032,10047889,3948143,13996032,0,0,0
13996032,10047889,3948143,13996032,0,0,0
14155776,9371307,4784469,14155776,0,0,0
14155776,9371307,4784469,14155776,0,0,0
14321664,9556092,4765572,14321664,0,0,0
14321664,9556092,4765572,14321664,0,0,0
14493696,9595706,4897990,14493696,0,0,0
14493696,9595706,4897990,14493696,0,0,0
14659584,9879561,4780023,14659584,0,0,0
14659584,9879561,4780023,14659584,0,0,0
14843904,9585275,5258629,14843904,0,0,0
14843904,9585275,5258629,14843904,0,0,0
15022080,9910964,5111116,15022080,0,0,0
15022080,9910964,5111116,15022080,0,0,0
15224832,9126621,6098211,15224832,0,0,0
15224832,9218271,6006561,15224832,0,0,0
15224832,9126621,6098211,15224832,0,0,0
15224832,9218271,6006561,15224832,0,0,0
15396864,9443220,5953644,15396864,0,0,0
15396864,9443220,5953644,15396864,0,0,0
15599616,9760113,5839503,15599616,0,0,0
15599616,9760113,5839503,15599616,0,0,0
15796224,9358361,6437863,15796224,0,0,0
15796224,9358361,6437863,15796224,0,0,0
16005120,9528265,6476855,16005120,0,0,0
16005120,9528265,6476855,16005120,0,0,0
16214016,9314981,6899035,16214016,0,0,0
16214016,9314981,6899035,16214016,0,0,0
