0,0
64,0
128,0
192,0
0,1
64,1
128,1
192,1
0,2
64,2
128,2
192,2
0,3
64,3
128,3
192,3
0,4
64,4
128,4
192,4
0,5
64,5
128,5
192,5
0,6
64,6
128,6
192,6
0,7
64,7
128,7
192,7
0,8
64,8
128,8
192,8
0,9
64,9
128,9
192,9
0,10
64,10
128,10
192,10
0,11
64,11
128,11
192,11
0,12
64,12
128,12
192,12
0,13
64,13
128,13
192,13
0,14
64,14
128,14
192,14
0,15
64,15
128,15
192,15
0,16
64,16
128,16
192,16
0,17
64,17
128,17
192,17
0,18
64,18
128,18
192,18
0,19
64,19
128,19
192,19
0,20
64,20
128,20
192,20
0,21
64,21
128,21
192,21
0,22
64,22
128,22
192,22
0,23
64,23
128,23
192,23
0,24
64,24
128,24
192,24
0,25
64,25
128,25
192,25
0,26
64,26
128,26
192,26
0,27
64,27
128,27
192,27
0,28
64,28
128,28
192,28
0,29
64,29
128,29
192,29
0,30
64,30
128,30
192,30
0,31
64,31
128,31
192,31
0,32
64,32
128,32
192,32
0,33
64,33
128,33
192,33
0,34
64,34
128,34
192,34
0,35
64,35
128,35
192,35
0,36
64,36
128,36
192,36
0,37
64,37
128,37
192,37
0,38
64,38
128,38
192,38
0,39
64,39
128,39
192,39
0,40
64,40
128,40
192,40
0,41
64,41
128,41
192,41
0,42
64,42
128,42
192,42
0,43
64,43
128,43
192,43
0,44
64,44
128,44
192,44
0,45
64,45
128,45
192,45
0,46
64,46
128,46
192,46
0,47
64,47
128,47
192,47
0,48
64,48
128,48
192,48
0,49
64,49
128,49
192,49
0,50
64,50
128,50
192,50
0,51
64,51
128,51
192,51
0,52
64,52
128,52
192,52
0,53
64,53
128,53
192,53
0,54
64,54
128,54
192,54
0,55
64,55
128,55
192,55
0,56
64,56
128,56
192,56
0,57
64,57
128,57
192,57
0,58
64,58
128,58
192,58
0,59
64,59
128,59
192,59
0,60
64,60
128,60
192,60
0,61
64,61
128,61
192,61
0,62
64,62
128,62
192,62
0,63
64,63
128,63
192,63
0,64
64,64
128,64
192,64
0,65
64,65
128,65
192,65
0,66
64,66
128,66
192,66
0,67
64,67
128,67
192,67
0,68
64,68
128,68
192,68
0,69
64,69
128,69
192,69
0,70
64,70
128,70
192,70
0,71
64,71
128,71
192,71
0,72
64,72
128,72
192,72
0,73
64,73
128,73
192,73
0,74
64,74
128,74
192,74
0,75
64,75
128,75
192,75
0,76
64,76
128,76
192,76
0,77
64,77
128,77
192,77
0,78
64,78
128,78
192,78
0,79
64,79
128,79
192,79
0,80
64,80
128,80
192,80
0,81
64,81
128,81
192,81
0,82
64,82
128,82
192,82
0,83
64,83
128,83
192,83
0,84
64,84
128,84
192,84
0,85
64,85
128,85
192,85
0,86
64,86
128,86
192,86
0,87
64,87
128,87
192,87
0,88
64,88
128,88
192,88
0,89
64,89
128,89
192,89
0,90
64,90
128,90
192,90
0,91
64,91
128,91
192,91
0,92
64,92
128,92
192,92
0,93
64,93
128,93
192,93
0,94
64,94
128,94
192,94
0,95
64,95
128,95
192,95
0,96
64,96
128,96
192,96
0,97
64,97
128,97
192,97
0,98
64,98
128,98
192,98
0,99
64,99
128,99
192,99
0,100
64,100
128,100
192,100
0,101
64,101
128,101
192,101
0,102
64,102
128,102
192,102
0,103
64,103
128,103
192,103
0,104
64,104
128,104
192,104
0,105
64,105
128,105
192,105
0,106
64,106
128,106
192,106
0,107
64,107
128,107
192,107
0,108
64,108
128,108
192,108
0,109
64,109
128,109
192,109
0,110
64,110
128,110
192,110
0,111
64,111
128,111
192,111
0,112
64,112
128,112
192,112
0,113
64,113
128,113
192,113
0,114
64,114
128,114
192,114
0,115
64,115
128,115
192,115
0,116
64,116
128,116
192,116
0,117
64,117
128,117
192,117
0,118
64,118
128,118
192,118
0,119
64,119
128,119
192,119
0,120
64,120
128,120
192,120
0,121
64,121
128,121
192,121
0,122
64,122
128,122
192,122
0,123
64,123
128,123
192,123
0,124
64,124
128,124
192,124
0,125
64,125
128,125
192,125
0,126
64,126
128,126
192,126
0,127
64,127
128,127
192,127
1,0
65,0
129,0
193,0
1,1
65,1
129,1
193,1
1,2
65,2
129,2
193,2
1,3
65,3
129,3
193,3
1,4
65,4
129,4
193,4
1,5
65,5
129,5
193,5
1,6
65,6
129,6
193,6
1,7
65,7
129,7
193,7
1,8
65,8
129,8
193,8
1,9
65,9
129,9
193,9
1,10
65,10
129,10
193,10
1,11
65,11
129,11
193,11
1,12
65,12
129,12
193,12
1,13
65,13
129,13
193,13
1,14
65,14
129,14
193,14
1,15
65,15
129,15
193,15
1,16
65,16
129,16
193,16
1,17
65,17
129,17
193,17
1,18
65,18
129,18
193,18
1,19
65,19
129,19
193,19
1,20
65,20
129,20
193,20
1,21
65,21
129,21
193,21
1,22
65,22
129,22
193,22
1,23
65,23
129,23
193,23
1,24
65,24
129,24
193,24
1,25
65,25
129,25
193,25
1,26
65,26
129,26
193,26
1,27
65,27
129,27
193,27
1,28
65,28
129,28
193,28
1,29
65,29
129,29
193,29
1,30
65,30
129,30
193,30
1,31
65,31
129,31
193,31
1,32
65,32
129,32
193,32
1,33
65,33
129,33
193,33
1,34
65,34
129,34
193,34
1,35
65,35
129,35
193,35
1,36
65,36
129,36
193,36
1,37
65,37
129,37
193,37
1,38
65,38
129,38
193,38
1,39
65,39
129,39
193,39
1,40
65,40
129,40
193,40
1,41
65,41
129,41
193,41
1,42
65,42
129,42
193,42
1,43
65,43
129,43
193,43
1,44
65,44
129,44
193,44
1,45
65,45
129,45
193,45
1,46
65,46
129,46
193,46
1,47
65,47
129,47
193,47
1,48
65,48
129,48
193,48
1,49
65,49
129,49
193,49
1,50
65,50
129,50
193,50
1,51
65,51
129,51
193,51
1,52
65,52
129,52
193,52
1,53
65,53
129,53
193,53
1,54
65,54
129,54
193,54
1,55
65,55
129,55
193,55
1,56
65,56
129,56
193,56
1,57
65,57
129,57
193,57
1,58
65,58
129,58
193,58
1,59
65,59
129,59
193,59
1,60
65,60
129,60
193,60
1,61
65,61
129,61
193,61
1,62
65,62
129,62
193,62
1,63
65,63
129,63
193,63
1,64
65,64
129,64
193,64
1,65
65,65
129,65
193,65
1,66
65,66
129,66
193,66
1,67
65,67
129,67
193,67
1,68
65,68
129,68
193,68
1,69
65,69
129,69
193,69
1,70
65,70
129,70
193,70
1,71
65,71
129,71
193,71
1,72
65,72
129,72
193,72
1,73
65,73
129,73
193,73
1,74
65,74
129,74
193,74
1,75
65,75
129,75
193,75
1,76
65,76
129,76
193,76
1,77
65,77
129,77
193,77
1,78
65,78
129,78
193,78
1,79
65,79
129,79
193,79
1,80
65,80
129,80
193,80
1,81
65,81
129,81
193,81
1,82
65,82
129,82
193,82
1,83
65,83
129,83
193,83
1,84
65,84
129,84
193,84
1,85
65,85
129,85
193,85
1,86
65,86
129,86
193,86
1,87
65,87
129,87
193,87
1,88
65,88
129,88
193,88
1,89
65,89
129,89
193,89
1,90
65,90
129,90
193,90
1,91
65,91
129,91
193,91
1,92
65,92
129,92
193,92
1,93
65,93
129,93
193,93
1,94
65,94
129,94
193,94
1,95
65,95
129,95
193,95
1,96
65,96
129,96
193,96
1,97
65,97
129,97
193,97
1,98
65,98
129,98
193,98
1,99
65,99
129,99
193,99
1,100
65,100
129,100
193,100
1,101
65,101
129,101
193,101
1,102
65,102
129,102
193,102
1,103
65,103
129,103
193,103
1,104
65,104
129,104
193,104
1,105
65,105
129,105
193,105
1,106
65,106
129,106
193,106
1,107
65,107
129,107
193,107
1,108
65,108
129,108
193,108
1,109
65,109
129,109
193,109
1,110
65,110
129,110
193,110
1,111
65,111
129,111
193,111
1,112
65,112
129,112
193,112
1,113
65,113
129,113
193,113
1,114
65,114
129,114
193,114
1,115
65,115
129,115
193,115
1,116
65,116
129,116
193,116
1,117
65,117
129,117
193,117
1,118
65,118
129,118
193,118
1,119
65,119
129,119
193,119
1,120
65,120
129,120
193,120
1,121
65,121
129,121
193,121
1,122
65,122
129,122
193,122
1,123
65,123
129,123
193,123
1,124
65,124
129,124
193,124
1,125
65,125
129,125
193,125
1,126
65,126
129,126
193,126
1,127
65,127
129,127
193,127
2,0
66,0
130,0
194,0
2,1
66,1
130,1
194,1
2,2
66,2
130,2
194,2
2,3
66,3
130,3
194,3
2,4
66,4
130,4
194,4
2,5
66,5
130,5
194,5
2,6
66,6
130,6
194,6
2,7
66,7
130,7
194,7
2,8
66,8
130,8
194,8
2,9
66,9
130,9
194,9
2,10
66,10
130,10
194,10
2,11
66,11
130,11
194,11
2,12
66,12
130,12
194,12
2,13
66,13
130,13
194,13
2,14
66,14
130,14
194,14
2,15
66,15
130,15
194,15
2,16
66,16
130,16
194,16
2,17
66,17
130,17
194,17
2,18
66,18
130,18
194,18
2,19
66,19
130,19
194,19
2,20
66,20
130,20
194,20
2,21
66,21
130,21
194,21
2,22
66,22
130,22
194,22
2,23
66,23
130,23
194,23
2,24
66,24
130,24
194,24
2,25
66,25
130,25
194,25
2,26
66,26
130,26
194,26
2,27
66,27
130,27
194,27
2,28
66,28
130,28
194,28
2,29
66,29
130,29
194,29
2,30
66,30
130,30
194,30
2,31
66,31
130,31
194,31
2,32
66,32
130,32
194,32
2,33
66,33
130,33
194,33
2,34
66,34
130,34
194,34
2,35
66,35
130,35
194,35
2,36
66,36
130,36
194,36
2,37
66,37
130,37
194,37
2,38
66,38
130,38
194,38
2,39
66,39
130,39
194,39
2,40
66,40
130,40
194,40
2,41
66,41
130,41
194,41
2,42
66,42
130,42
194,42
2,43
66,43
130,43
194,43
2,44
66,44
130,44
194,44
2,45
66,45
130,45
194,45
2,46
66,46
130,46
194,46
2,47
66,47
130,47
194,47
2,48
66,48
130,48
194,48
2,49
66,49
130,49
194,49
2,50
66,50
130,50
194,50
2,51
66,51
130,51
194,51
2,52
66,52
130,52
194,52
2,53
66,53
130,53
194,53
2,54
66,54
130,54
194,54
2,55
66,55
130,55
194,55
2,56
66,56
130,56
194,56
2,57
66,57
130,57
194,57
2,58
66,58
130,58
194,58
2,59
66,59
130,59
194,59
2,60
66,60
130,60
194,60
2,61
66,61
130,61
194,61
2,62
66,62
130,62
194,62
2,63
66,63
130,63
194,63
2,64
66,64
130,64
194,64
2,65
66,65
130,65
194,65
2,66
66,66
130,66
194,66
2,67
66,67
130,67
194,67
2,68
66,68
130,68
194,68
2,69
66,69
130,69
194,69
2,70
66,70
130,70
194,70
2,71
66,71
130,71
194,71
2,72
66,72
130,72
194,72
2,73
66,73
130,73
194,73
2,74
66,74
130,74
194,74
2,75
66,75
130,75
194,75
2,76
66,76
130,76
194,76
2,77
66,77
130,77
194,77
2,78
66,78
130,78
194,78
2,79
66,79
130,79
194,79
2,80
66,80
