256,256,0,256,251,0,251,251
256,256,0,256,253,0,253,253
256,255,1,256,252,0,252,252
512,512,0,512,505,0,505,505
512,512,0,512,502,0,502,502
768,767,1,768,758,0,758,0
768,767,1,768,759,0,759,759
1024,1023,1,1024,1015,0,1015,1015
1536,1536,0,1536,1518,0,1518,1518
1792,1791,1,1792,1774,0,1774,1774
2560,2550,10,2560,2518,0,2518,2518
3328,3308,20,3328,3266,0,3266,3266
4352,4347,5,4352,4296,0,4296,4296
5632,5623,9,5632,5552,0,5552,5552
7424,7411,14,7425,7325,0,7325,7325
9728,9699,32,9731,9575,0,9575,9575
12544,12535,9,12544,12371,0,12371,12371
16640,16625,17,16642,16416,0,16416,16416
22016,21971,45,22016,21706,0,21706,21706
28928,28892,38,28930,28528,0,28528,0
37888,37830,64,37894,37349,0,37349,37349
49664,49566,107,49673,48958,0,48958,48958
62208,62106,106,62212,61326,0,61326,61326
62720,62618,108,62726,61865,0,61865,61865
64000,63915,96,64011,63141,0,63141,63141
64768,64656,115,64771,63852,0,63852,63852
66304,66198,111,66309,65396,0,65396,65396
67840,67694,151,67845,66860,0,66860,66860
68864,68764,106,68870,67916,0,67916,67916
72192,72094,104,72198,71205,0,71205,71205
70912,70801,118,70919,69947,0,69947,69947
71936,71814,126,71940,70937,0,70937,70937
75776,75582,200,75782,74639,0,74639,74639
74240,74114,136,74250,73193,0,73193,73193
76544,76403,148,76551,75473,0,75473,75473
80384,80264,128,80392,79238,0,79238,79238
80896,80774,126,80900,79796,0,79796,79796
80640,80498,145,80643,79511,0,79511,79511
82432,82331,110,82441,81304,0,81304,81304
82176,82033,148,82181,81026,0,81026,81026
83456,83299,165,83464,82264,0,82264,82264
84992,84840,162,85002,83814,0,83814,83814
89344,89187,166,89353,88077,0,88077,88077
89600,89392,212,89604,88324,0,88324,0
89088,88945,153,89098,87849,0,87849,87849
93440,93261,186,93447,92101,0,92101,92101
92928,92707,234,92941,91583,0,91583,91583
94208,94021,198,94219,92881,0,92881,92881
96000,95812,199,96011,94638,0,94638,0
102656,102477,188,102665,101211,0,101211,101211
99328,99173,168,99341,97901,0,97901,97901
100352,100165,196,100361,98900,0,98900,98900
104704,104505,208,104713,103244,0,103244,103244
104192,104026,172,104198,102765,0,102765,102765
111104,110935,180,111115,109581,0,109581,109581
113920,113683,252,113935,112297,0,112297,112297
115968,115793,179,115972,114377,0,114377,0
113920,113713,221,113934,112326,0,112326,112326
119296,119090,214,119304,117595,0,117595,117595
121344,121166,192,121358,119648,0,119648,119648
123904,123700,212,123912,122195,0,122195,122195
127232,127034,217,127251,125472,0,125472,125472
128000,127795,223,128018,126228,0,126228,126228
131072,130836,253,131089,129225,0,129225,129225
133376,133158,230,133388,131471,0,131471,131471
135936,135678,271,135949,134013,0,134013,134013
137472,137240,252,137492,135539,0,135539,135539
140544,140300,259,140559,138579,0,138579,138579
142592,142330,289,142619,140541,0,140541,140541
144640,144387,268,144655,142610,0,142610,142610
147968,147709,273,147982,145869,0,145869,145869
150272,150019,256,150275,148161,0,148161,148161
153344,153051,313,153364,151162,0,151162,151162
155904,155641,284,155925,153740,0,153740,153740
158720,158487,244,158731,156540,0,156540,156540
153344,153068,295,153363,151177,0,151177,0
163584,163320,273,163593,161350,0,161350,161350
167168,166844,347,167191,164782,0,164782,164782
170240,169898,358,170256,167816,0,167816,167816
172544,172233,328,172561,170074,0,170074,170074
176128,175787,358,176145,173651,0,173651,173651
179200,178911,305,179216,176764,0,176764,176764
182528,182173,371,182544,179937,0,179937,179937
