256,251,5,256,249,0,249,247
256,255,1,256,252,0,252,250
256,256,0,256,253,0,253,251
512,511,1,512,504,0,504,502
512,512,0,512,507,0,507,505
768,768,0,768,759,0,759,757
768,767,1,768,758,0,758,756
1024,1021,3,1024,1008,0,1008,1006
1536,1536,0,1536,1516,0,1516,1515
1792,1785,7,1792,1760,0,1760,1758
2560,2558,2,2560,2530,0,2530,2529
3328,3327,2,3329,3283,0,3283,3282
4352,4350,2,4352,4294,0,4294,4293
5632,5627,5,5632,5559,0,5559,5558
7424,7412,12,7424,7317,0,7317,7316
9728,9707,21,9728,9587,0,9587,9586
12544,12521,23,12544,12366,0,12366,12365
16640,16601,41,16642,16410,0,16410,16409
22016,21975,44,22019,21706,0,21706,21705
28928,28883,47,28930,28530,0,28530,28529
37632,37577,59,37636,37115,0,37115,37114
49408,49329,84,49413,48730,0,48730,48729
61696,61571,128,61699,60806,0,60806,60805
67328,67231,104,67335,66389,0,66389,66388
73472,73351,131,73482,72425,0,72425,72424
82944,82788,166,82954,81763,0,81763,81762
87552,87408,158,87566,86308,0,86308,86307
98048,97853,206,98059,96634,0,96634,96633
106752,106584,175,106759,105273,0,105273,105272
113408,113200,220,113420,111834,0,111834,111833
130816,130574,261,130835,128939,0,128939,128938
143104,142819,298,143117,141087,0,141087,141086
153344,153049,312,153361,151192,0,151192,151191
171264,170955,329,171284,168853,0,168853,168852
187136,186762,401,187163,184462,0,184462,184461
204544,204218,346,204564,201744,0,201744,201743
223488,223091,412,223503,220396,0,220396,220395
243712,243278,466,243744,240229,0,240229,240228
266240,265741,528,266269,262489,0,262489,262488
290816,290294,556,290850,286752,0,286752,286751
317184,316703,517,317220,312778,0,312778,312777
346112,345515,628,346143,341248,0,341248,341247
377600,376954,682,377636,372323,0,372323,372322
411392,410651,789,411440,405614,0,405614,405613
448512,447734,833,448567,442233,103,442336,442129
488704,487820,941,488761,481824,70,481894,481753
532224,531164,1110,532274,524590,0,524590,524589
579328,578278,1111,579389,571160,0,571160,571159
630016,628909,1177,630086,621128,285,621413,620841
684544,683311,1313,684624,674932,172,675104,674758
744704,743321,1452,744773,734121,982,735103,733134
809728,808175,1634,809809,798292,1121,799413,797169
877824,875485,2435,877920,864588,2786,867374,861799
951040,949255,1874,951129,937541,4476,942017,933052
1030400,1028532,1972,1030504,1015753,2222,1017975,1013524
1113600,1110397,3308,1113705,1096505,4439,1100944,1092063
1206528,1203669,2990,1206659,1188673,5276,1193949,1183391
1301248,1298026,3365,1301391,1282041,4703,1286744,1277333
1408000,1405242,2919,1408161,1387866,5216,1393082,1382637
1516544,1513457,3248,1516705,1494755,6813,1501568,1487925
1627648,1620843,6961,1627804,1600553,13936,1614489,1586608
1748992,1745031,4135,1749166,1723340,12619,1735959,1710698
1877504,1873328,4357,1877685,1850258,8018,1858276,1842229
2004480,1999955,4714,2004669,1975179,7563,1982742,1967608
2174464,2167689,7014,2174703,2140506,20181,2160687,2120310
2304000,2297830,6417,2304247,2269304,13915,2283219,2255374
2459136,2450572,8841,2459413,2419729,25210,2444939,2394498
2624000,2616541,7751,2624292,2583970,28086,2612056,2555868
2815488,2809613,6152,2815765,2774944,25902,2800846,2749022
2967296,2960546,7079,2967625,2923771,72033,2995804,2851696
3102976,3092269,11042,3103311,3053482,253758,3307240,2799658
3326976,3317286,10000,3327286,3275908,646597,3922505,2629034
3508992,3496372,13025,3509397,3452235,395796,3848031,3056180
3647744,3636094,12055,3648149,3590680,533345,4124025,3056818
3819008,3807466,11948,3819414,3759791,120141,3879932,3639573
4095744,4082029,14171,4096200,4030762,788240,4819002,3242082
4242944,4223582,19819,4243401,4169912,341376,4511288,3828319
4413952,4398303,16179,4414482,4343223,1973546,6316769,2368542
4624640,4611378,13750,4625128,4553812,2286566,6840378,2265743
4799488,4732365,67836,4800201,4664822,731362,5396184,3933125
4990976,4904435,87438,4991873,4831257,992189,5823446,3838599
5096960,5034925,62854,5097779,4963896,1984704,6948600,2977970
5247744,5139732,109100,5248832,5059325,1889495,6948820,3168835
5403904,5160583,244964,5405547,5057857,1094702,6152559,3962586
5752832,5473391,280429,5753820,5361770,1928127,7289897,3432524
5873920,5847707,26891,5874598,5773063,3823550,9596613,1947044
6063104,5710358,349400,6059758,5586051,2246684,7832735,3338439
6198016,5979295,216824,6196119,5871819,2904556,8776375,2965608
6380032,5967863,406913,6374776,5829636,1832547,7662183,3996040
6425088,6011716,409762,6421478,5872428,1913093,7785521,3958487
6632192,6411062,211971,6623033,6300319,3516743,9817062,2781469
6670336,6376830,282938,6659768,6255239,3107410,9362649,3146279
6906880,6415072,472746,6887818,6261837,2246894,8508731,4014021
6941184,6703916,239118,6943034,6584963,3851153,10436116,2731833
7032320,6551357,480544,7031901,6394222,2396238,8790460,3997263
7165952,6679423,480575,7159998,6519937,2618786,9138723,3899860
7291136,7048951,244518,7293469,6923547,4117303,11040850,2804103
7432448,6914193,479564,7393757,6751729,2759365,9511094,3991518
7387392,6890407,449092,7339499,6734378,2856735,9591113,3876372
7602944,7117345,473259,7590604,6953889,2966557,9920446,3986092
7584768,7093523,454061,7547584,6934778,3005785,9940563,3927598
7554304,7287734,239556,7527290,7161556,4467269,11628825,2692119
7747072,7299103,442895,7741998,7138860,3154251,10293111,3983335
7680000,7364799,256383,7621182,7237164,4615086,11852250,2619707
7883520,7408266,448979,7857245,7245892,3287449,10533341,3957061
7807232,7400673,409861,7810534,7243074,3156088,10399162,4085421
7937024,7485379,433090,7918469,7325063,3322024,10647087,4001721
7938560,7667030,225716,7892746,7539267,4940542,12479809,2596232
8052480,7604398,434421,8038819,7442636,3470770,10913406,3970200
8325120,7978108,349952,8328060,7824557,3753647,11578204,4068973
8077568,7631371,418337,8049708,7471951,3516234,10988185,3954378
8315648,7895218,347913,8243131,7744318,3743438,11487756,3999278
8090624,7638816,400324,8039140,7482349,3494020,10976369,3986963
8129280,7697728,420955,8118683,7536733,3591719,11128452,3943213
8321024,7904613,372283,8276896,7748119,3680493,11428612,4065714
8297216,7885641,359303,8244944,7733563,3799866,11533429,3931707
8470528,8039921,355036,8394957,7886803,3943734,11830537,3941502
8430080,8044585,350886,8395471,7892052,3904887,11796939,3985253
8332544,7980696,340364,8321060,7829007,3766589,11595596,4060418
8311040,7998074,295860,8293934,7856099,4858478,12714577,2994907
8312064,8103956,155006,8258962,7985554,6560319,14545873,1421979
8307456,7936504,265405,8201909,7799439,4773406,12572845,3025129
