32228,0,0
32228,28416,28448
32228,28416,28416
33097,28736,28928
33097,29120,29184
33097,29120,29184
33990,29696,29984
33990,29760,29696
34907,29824,29824
34907,30528,30592
34907,30656,30656
35848,30976,31232
35848,31360,31360
36815,31360,31488
36815,32128,32159
36815,32192,32256
37808,32768,32896
37808,32960,33024
38827,33088,33534
38827,33792,33919
39875,33856,34048
39875,34432,34400
39875,34496,34560
40950,35328,35456
40950,35392,35360
42055,35968,36128
42055,36096,36224
43189,36608,36992
43189,37011,36992
44354,37484,37888
44354,37760,37760
45550,38144,38528
45550,38464,38528
45550,38720,38656
45550,38656,38656
46778,39104,39614
46778,39488,39488
46778,39680,39680
