32001,32001,0
36283,36283,13965
38401,38401,15600
38401,38401,14873
38401,38401,14338
38401,38401,14333
38401,38401,14410
38401,38401,14880
38401,38401,15418
38401,38401,16756
42628,42628,16715
44801,44801,15594
44801,44801,17635
44801,44801,17906
44801,44801,17109
44801,44801,18576
44801,44801,20491
44801,44801,19943
44801,44801,18806
48977,48977,18889
51201,51201,18956
51201,51201,16662
51201,51201,17038
51201,51201,20677
51201,51201,20517
55340,55340,21632
57601,57601,23690
57601,57601,22741
57601,57601,26205
57601,57601,23661
57601,57601,26717
61705,61705,25167
64001,64001,24396
64001,64001,26651
64001,64001,24720
64001,64001,26001
64001,64001,25293
68070,68070,25719
70401,70401,25659
70401,70401,28429
70401,70401,27874
70401,70401,27004
70401,70401,27717
74432,74432,28913
76801,76801,31332
76801,76801,31412
76801,76801,33636
78675,78675,31219
82920,82920,31662
83201,83201,30637
85057,85057,33748
89301,89301,35615
89601,89601,34039
89601,89601,35882
89601,89601,33642
93562,93562,37580
96001,96001,39953
96001,96001,37910
96001,96001,43359
97801,97801,43345
102051,102051,42242
102401,102401,43674
104183,104183,42256
108430,108430,41532
108801,108801,43019
110568,110568,44333
114816,114816,43973
115201,115201,45405
116946,116946,46924
121197,121197,48128
121601,121601,49356
123331,123331,51042
127577,127577,55032
128001,128001,62302
129714,129714,55489
133961,133961,54206
134401,134401,61756
136098,136098,55604
140345,140345,60010
144622,144622,52649
147201,147201,58761
147201,147201,52852
151003,151003,60435
155259,155259,68283
159511,159511,60044
160001,160001,62602
161640,161640,61643
165893,165893,69534
170165,170165,67713
172801,172801,67744
172801,172801,69642
176554,176554,69953
180804,180804,72097
185051,185051,75546
189330,189330,74094
192318,192318,80823
193166,193166,76239
196246,196246,84626
199968,199968,84055
204220,204220,81548
208500,208500,81528
212750,212750,83899
217001,217001,79719
221274,221274,87062
225537,225537,92326
229790,229790,88342
234059,234059,94446
238314,238314,97614
242563,242563,106260
246838,246838,92619
251092,251092,103774
255353,255353,103332
259625,259625,98563
263883,263883,109079
268134,268134,108101
272405,272405,110775
276658,276658,114688
280914,280914,118294
285186,285186,118633
290053,290053,119427
296098,296098,125995
302742,302742,125712
308626,308626,126269
312889,312889,129482
317155,317155,136769
322823,322823,141582
331340,331340,150192
337596,337596,130787
344737,344737,145080
354731,354731,143745
357537,357537,140669
361150,361150,152155
369646,369646,146540
378201,378201,142676
385246,385246,148561
389157,389157,159976
397144,397144,153809
404540,404540,164657
408791,408791,161217
413066,413066,160504
419960,419960,162185
432677,432677,167954
438639,438639,168269
444189,444189,178814
452722,452722,174346
461252,461252,178465
469754,469754,181456
478262,478262,184223
486802,486802,189054
495314,495314,195454
503834,503834,192246
512406,512406,201034
522112,522112,201597
534790,534790,201157
544250,544250,203096
552829,552829,203883
561347,561347,209822
569919,569919,217590
579645,579645,213988
592398,592398,216146
605234,605234,220053
617959,617959,218288
630710,630710,223853
640230,640230,236660
649942,649942,231200
662690,662690,233320
672190,672190,232379
681892,681892,246263
694609,694609,243549
707416,707416,248200
720236,720236,251402
733007,733007,264399
743466,743466,262221
753643,753643,259872
765197,765197,272117
777697,777697,272096
789390,789390,276676
797945,797945,280958
806469,806469,285978
815813,815813,294598
827667,827667,299893
846032,846032,303460
861892,861892,314710
863576,863576,311433
883201,883201,320203
903461,903461,324173
907702,907702,344002
915120,915120,327564
927835,927835,339940
953269,953269,343157
975679,975679,351324
995047,995047,355512
1007891,1007891,359372
1023729,1023729,366649
1041706,1041706,369174
1062962,1062962,371911
1075057,1075057,375577
1087554,1087554,381966
1113154,1113154,391955
1132143,1132143,414321
1148935,1148935,399799
1166277,1166277,402206
1183567,1183567,411216
1199639,1199639,420085
1212495,1212495,422729
1231430,1231430,427713
1252698,1252698,432381
1273836,1273836,445322
1283049,1283049,449828
1292112,1292112,455135
1318001,1318001,463624
1340919,1340919,463392
1361456,1361456,471844
1377606,1377606,484092
1397720,1397720,489038
1418923,1418923,496888
1440140,1440140,501545
1454877,1454877,511484
1468264,1468264,515911
1485696,1485696,527325
1509244,1509244,525991
1533894,1533894,534456
