256,256,0,256,252,0,252,251
256,254,2,256,250,0,250,249
256,256,0,256,252,0,252,251
512,511,1,512,505,0,505,504
512,512,0,512,506,0,506,505
768,768,0,768,757,0,757,756
1024,1023,1,1024,1014,0,1014,1013
1024,1022,2,1024,1009,0,1009,1008
1536,1533,4,1537,1515,0,1515,1514
1792,1787,5,1792,1765,0,1765,1764
2560,2548,12,2560,2518,0,2518,2517
3328,3322,6,3328,3282,0,3282,3281
4352,4352,0,4352,4300,0,4300,4299
5632,5612,20,5632,5550,0,5550,5549
7424,7416,10,7426,7316,0,7316,7315
9728,9719,11,9730,9600,0,9600,9599
12544,12509,38,12547,12358,0,12358,12357
16640,16602,39,16641,16385,0,16385,16384
21760,21705,59,21764,21430,0,21430,21429
28672,28608,68,28676,28252,0,28252,28251
37888,37815,82,37897,37346,0,37346,37345
49664,49582,86,49668,48954,0,48954,48953
61952,61862,95,61957,61110,0,61110,61109
67328,67208,126,67334,66369,0,66369,66368
73728,73581,157,73738,72676,0,72676,72675
80384,80232,165,80397,79238,0,79238,79237
90624,90462,172,90634,89322,0,89322,89321
96512,96302,224,96526,95108,0,95108,95107
103936,103810,134,103944,102543,0,102543,102542
119808,119566,252,119818,118133,0,118133,118132
129536,129274,280,129554,127699,0,127699,127698
143104,142841,284,143125,141076,0,141076,141075
156672,156415,269,156684,154490,0,154490,154489
171264,170979,302,171281,168853,0,168853,168852
186880,186550,354,186904,184213,0,184213,184212
204544,204170,388,204558,201684,0,201684,201683
223232,222830,432,223262,220043,0,220043,220042
243712,243290,450,243740,240332,0,240332,240331
265984,265595,419,266014,262349,0,262349,262348
290560,290070,523,290593,286497,0,286497,286496
316928,316416,540,316956,312506,0,312506,312505
345600,344994,644,345638,340721,0,340721,340720
376832,376186,687,376873,371543,0,371543,371542
411392,410724,703,411427,405624,0,405624,405623
448000,446963,1085,448048,441445,530,441975,440914
487680,486858,862,487720,480876,156,481032,480719
531200,530135,1125,531260,523623,0,523623,523622
578048,576966,1147,578113,569900,71,569971,569828
628480,627216,1339,628555,619596,357,619953,619237
682752,681480,1334,682814,673147,429,673576,672717
742400,740908,1575,742483,731722,1049,732771,730671
805888,804471,1500,805971,794451,731,795182,793717
874752,872592,2245,874837,861703,1662,863365,860040
950528,948475,2151,950626,936714,2330,939044,934380
1026304,1024302,2113,1026415,1011595,2553,1014148,1009037
1109504,1106233,3386,1109619,1092406,4832,1097238,1087568
1199872,1197559,2444,1200003,1182726,2863,1185589,1179858
1294336,1291391,3091,1294482,1275371,5656,1281027,1269704
1407488,1404735,2904,1407639,1387362,7049,1394411,1380298
1504000,1500945,3209,1504154,1482530,5606,1488136,1476914
1643520,1639828,3855,1643683,1619572,5464,1625036,1614098
1739776,1735155,4793,1739948,1713695,10680,1724375,1703002
1876736,1872429,4483,1876912,1849229,9010,1858239,1840207
2011392,2006701,4898,2011599,1981933,12909,1994842,1969005
2147584,2140057,7761,2147818,2113155,18923,2132078,2094219
2328320,2322294,6277,2328571,2293394,23687,2317081,2269684
2493952,2487048,7155,2494203,2456200,32814,2489014,2423360
2592000,2582260,10078,2592338,2549723,36256,2585979,2513443
2760192,2754476,5999,2760475,2720525,17675,2738200,2702830
2930944,2923248,7995,2931243,2887017,92016,2979033,2794961
3097344,3090165,7508,3097673,3051828,53255,3105083,2998539
3273216,3264954,8608,3273562,3224328,28473,3252801,3195828
3453184,3441365,12185,3453550,3398260,39715,3437975,3358514
3648512,3630403,18485,3648888,3584127,75039,3659166,3509027
3839744,3826554,13654,3840208,3778246,34340,3812586,3743876
4031232,4018046,13630,4031676,3967525,65329,4032854,3902147
4220160,4194243,26424,4220667,4139458,757571,4897029,3381394
4352768,4336723,16526,4353249,4281869,969438,5251307,3311810
4552192,4540297,12374,4552671,4483886,2140225,6624111,2342113
4737792,4660432,73666,4734098,4593402,455747,5049149,4137442
4843520,4756658,87340,4843998,4686147,525996,5212143,4160080
5120000,4949776,170145,5119921,4862892,797906,5660798,4064355
5166848,5007498,160541,5168039,4921615,887548,5809163,4033728
5439488,5277541,153396,5430937,5189492,2108842,7298334,3079544
5644032,5400255,244141,5644396,5297007,2104471,7401478,3191001
5682176,5356792,324456,5681248,5239475,1508000,6747475,3730614
5938944,5447621,483169,5930790,5303448,1298019,6601467,4004897
6047488,5605028,440490,6045518,5464772,1515999,6980771,3948247
6265088,5824667,423492,6248159,5685136,1664217,7349353,4020265
6271744,5848691,420373,6269064,5710499,1690732,7401231,4018758
6463744,6049294,409587,6458881,5908704,1792586,7701290,4115537
6694400,6222440,436764,6659204,6077539,2081389,8158928,3995000
6712320,6243451,453437,6696888,6095577,2069598,8165175,4025621
6784256,6288780,467851,6756631,6138850,2138198,8277048,3999654
6955264,6428667,493558,6922225,6272506,2299352,8571858,3972382
7214080,6954764,252763,7207527,6830313,4108934,10939247,2719212
7311872,6822261,483063,7305324,6661411,2717441,9378852,3942854
7366656,6909893,460018,7369911,6749638,2717433,9467071,4031123
7358720,6895052,458627,7353679,6736655,2810201,9546856,3925293
7514880,7187195,253797,7440992,7060368,4412832,11473200,2645432
7632896,7337603,267250,7604853,7208440,4544390,11752830,2661937
7513600,7213198,270113,7483311,7083121,4358362,11441483,2722772
7814400,7400528,383005,7783533,7247792,3447221,10695013,3798741
7694336,7263885,433206,7697091,7104939,3160220,10265159,3943552
7803136,7317244,431086,7748330,7157825,3186603,10344428,3969721
7883264,7440180,426259,7866439,7280353,3218978,10499331,4060046
8108800,7673627,417412,8091039,7513631,3546483,11060114,3965371
7966976,7613548,304031,7917579,7472528,4321520,11794048,3148673
7970816,7778873,129049,7907922,7667952,6061872,13729824,1603047
8090368,7761557,296574,8058131,7622192,4663404,12285596,2956659
8078592,7782450,262084,8044534,7646861,4661273,12308134,2985002
8297472,8071653,143822,8215475,7954674,6403532,14358206,1546897
8045568,7771731,204941,7976672,7646116,5380752,13026868,2263280
8232192,7798964,389402,8188366,7642094,3656511,11298605,3983905
8418560,7955527,326414,8281941,7807218,3804569,11611787,4002752
8237824,7782723,376639,8159362,7628241,3636008,11264249,3992746
8323584,7936027,328414,8264441,7786689,3715018,11501707,4065867
