40000,39321,0
40000,39014,48776
40000,41728,52320
40000,41369,51840
40000,40601,50880
40000,40243,50240
40000,39782,49640
40000,39987,50000
40000,39782,49760
40000,40089,50240
40000,39936,49920
40000,40089,50112
40000,39936,49712
40000,39936,50080
40000,39884,50000
40000,39936,49840
48000,48947,320
48000,46775,27452
48000,48486,27535
48000,48384,27367
48000,48374,27467
48000,48537,27623
48000,48076,27532
56000,57753,640
56000,57753,23120
56000,57139,28277
56000,56678,28435
56000,56678,27817
56000,56832,28075
56000,56984,28223
64000,63385,960
64000,63283,68504
64000,66048,80303
64000,65280,33735
64000,64563,33893
72000,70553,33727
72000,69683,89214
72000,74086,97960
72000,72433,34750
72000,72396,34842
80000,79820,1600
80000,78899,98305
80000,83046,80
80000,81561,41955
88000,91238,41860
88000,89139,46910
88000,88115,47620
88000,88985,47232
88000,89139,47010
88000,88268,47080
88000,88576,47462
96000,99891,2240
96000,97536,51375
96000,97818,51607
96000,97331,52135
96000,95948,51887
104000,107212,51727
104000,105984,28882
104000,103475,54768
104000,104615,54600
104000,105676,55247
104000,104601,54800
104000,105216,54720
112000,106905,55840
112000,114176,64448
112000,111872,56960
112000,112947,58160
112000,112691,57040
120000,122828,58408
120000,119552,61712
120000,121292,61680
120000,121149,62480
120000,121907,61920
120000,121753,62688
120000,122009,62000
120000,121344,62928
128000,129331,61040
128000,125030,63568
128000,125542,63840
128000,128665,65968
128000,128102,64480
128000,128716,66048
128000,128064,65250
128000,128563,65407
128000,128204,65130
136000,140800,160
136000,136089,67201
136000,135543,66870
136000,135372,66693
136000,135116,66152
136000,135833,66135
136000,135884,66244
144000,146663,480
144000,142848,67107
144000,143974,67142
144000,146329,67573
144000,147200,67195
144000,146790,66922
144000,145868,67346
152000,153953,66797
152000,147916,67140
152000,151476,67400
152000,154060,67910
152000,153139,67484
152000,153548,67778
152000,154214,67450
152000,154214,67702
160000,161181,1120
160000,155597,67773
160000,158942,67986
160000,162611,69313
160000,162249,66312
160000,162099,67254
160000,162867,70118
160000,162560,65350
168000,162457,69805
168000,162508,215218
168000,172544,668
168000,164505,67078
168000,168484,69600
176000,172748,1600
176000,175360,70042
176000,178841,72947
176000,179609,73115
176000,179864,74021
176000,179456,74937
184000,184934,1920
184000,177152,69217
184000,181862,75006
184000,185753,78497
184000,186009,79270
184000,186009,79325
192000,195430,2240
192000,186863,78453
192000,189696,80832
192000,194201,84765
192000,195379,85000
192000,194347,85562
192000,195328,85883
200000,208317,2560
200000,197427,84213
200000,202944,87455
200000,200499,89247
200000,202342,89429
200000,201626,87298
200000,201267,89561
208000,205414,86283
208000,213145,89390
208000,212762,90248
208000,210841,90963
208000,212763,90175
208000,211888,90180
208000,212787,90286
216000,222310,90754
216000,210892,92075
216000,217036,94972
216000,216161,92318
216000,217569,96365
216000,215449,95194
216000,216678,189118
224000,221030,93275
224000,223948,125407
224000,228211,97066
224000,228198,96192
224000,225075,98655
224000,227635,96332
232000,223692,320
232000,242688,234254
240000,237360,580
240000,248883,100378
240000,248678,100531
240000,244633,101780
240000,247859,100948
248000,241187,99240
248000,245299,99350
248000,252825,105097
248000,250479,101678
248000,253952,99912
256000,261505,103199
256000,243968,101068
256000,252262,100375
256000,258918,99331
256000,256153,100934
256000,255385,103755
264000,261115,1120
264000,265932,108523
264000,268953,102823
264000,263146,104379
264000,268544,108181
264000,268492,107203
272000,282009,1280
272000,263731,101261
272000,270028,105136
272000,283603,108969
272000,279142,108530
272000,283750,112028
280000,284928,110295
280000,275046,106728
280000,278476,117622
280000,293478,113670
280000,290508,114618
288000,285132,112554
288000,294921,118897
288000,291493,113932
288000,294041,112894
288000,293785,114319
288000,285337,117306
296000,284986,117952
296000,289945,112643
296000,298649,115927
296000,301312,119995
296000,303206,117840
296000,301875,116972
304000,313190,116438
304000,290252,116119
304000,303718,119759
304000,316160,118758
304000,312171,120318
304000,313691,0
312000,312064,0
312000,300390,0
312000,310080,0
312000,317388,0
312000,320460,0
312000,323174,0
320000,311407,0
320000,324403,0
320000,318515,0
320000,321126,0
320000,320870,0
320000,323532,0
320000,324505,0
328000,314397,0
328000,328499,0
328000,326723,0
328000,329932,0
328000,329345,0
328000,331417,0
336000,346112,0
336000,319948,0
336000,335257,0
336000,349235,0
336000,349849,0
336000,341913,0
344000,343228,0
344000,345142,0
344000,327014,0
344000,344851,0
352000,346214,0
352000,347033,0
352000,365465,0
352000,360755,0
352000,360550,0
360000,343358,0
360000,346009,0
360000,362086,0
360000,360755,0
360000,358812,0
368000,353280,0
368000,369664,0
368000,369254,0
368000,365926,0
376000,388812,0
376000,367296,0
376000,383129,0
376000,380518,0
384000,389222,0
384000,367462,0
384000,384930,0
384000,379600,0
392000,389376,0
392000,405862,0
392000,406794,0
392000,402423,0
392000,403507,0
400000,389884,0
400000,407398,0
400000,403763,0
400000,404301,0
400000,406374,0
408000,389888,0
408000,410300,0
408000,400179,0
408000,399546,0
408000,399099,0
416000,399564,0
416000,418355,0
416000,400047,0
416000,404736,0
424000,440422,0
424000,416409,0
424000,436720,0
424000,433920,0
432000,445242,0
432000,418662,0
432000,438886,0
432000,439603,0
440000,440774,0
440000,444979,0
440000,431667,0
448000,440475,0
448000,467148,0
448000,452147,0
448000,453683,0
448000,466227,0
456000,440579,0
456000,459980,0
456000,454400,0
456000,457160,0
456000,444774,0
464000,443471,0
464000,467019,0
464000,465664,0
464000,463769,0
464000,466124,0
472000,451481,0
472000,478734,0
472000,475033,0
472000,471244,0
472000,474163,0
480000,467097,0
480000,488601,0
480000,491161,0
480000,488294,0
488000,480632,0
488000,506982,0
488000,504971,0
496000,509987,0
496000,482321,0
496000,513739,0
496000,511078,0
496000,512000,0
504000,510116,0
504000,481873,0
504000,512861,0
504000,505632,0
504000,504510,0
512000,514258,0
512000,498483,0
512000,529459,0
512000,529857,0
520000,506112,0
520000,542234,0
520000,535094,0
520000,540066,0
520000,543283,0
528000,510284,0
528000,548082,0
528000,544716,0
528000,543434,0
528000,543795,0
528000,546495,0
536000,511021,0
536000,546233,0
536000,546150,0
536000,540774,0
536000,543385,0
536000,543283,0
544000,528388,0
544000,569036,0
544000,568184,0
544000,565708,0
544000,563293,0
552000,528332,0
552000,568250,0
552000,575744,0
552000,570880,0
552000,566252,0
560000,546694,0
560000,583526,0
560000,584485,0
560000,581404,0
568000,546406,0
568000,590131,0
568000,587110,0
568000,587724,0
576000,547225,0
576000,589870,0
576000,579453,0
584000,563385,0
584000,600462,0
592000,571015,0
592000,606361,0
600000,571392,0
600000,620390,0
600000,607948,0
