343,75,46.2870979309082
344,75,46.31002640724182
345,74,46.33272910118103
346,75,46.35500478744507
347,74,46.37700819969177
349,75,46.39831519126892
349,75,46.42091107368469
350,74,46.443477153778076
351,75,46.465574979782104
353,75,46.48821043968201
354,76,46.51033139228821
355,75,46.53242802619934
356,76,46.5543155670166
357,77,46.57628345489502
359,77,46.59800577163696
360,78,46.62037658691406
360,77,46.642354249954224
361,77,46.66441631317139
362,78,46.68739581108093
364,78,46.70897603034973
365,79,46.730918407440186
366,79,46.75346851348877
367,79,46.775516748428345
368,80,46.79759240150452
368,80,46.81996273994446
369,81,46.84210538864136
370,81,46.86437940597534
371,82,46.88698363304138
372,82,46.90906810760498
373,83,46.93156886100769
374,83,46.95388984680176
375,85,46.975730895996094
376,86,46.99806880950928
377,86,47.02008390426636
378,87,47.04184150695801
379,88,47.06409287452698
379,88,47.0861713886261
381,89,47.10856366157532
381,89,47.13054704666138
382,91,47.152716636657715
383,91,47.174652099609375
384,92,47.19683051109314
384,94,47.21932578086853
385,94,47.24121689796448
386,95,47.263529777526855
386,95,47.285640239715576
386,96,47.30772805213928
387,97,47.32942461967468
388,98,47.351600885391235
389,100,47.37355351448059
390,100,47.395273208618164
390,101,47.41784310340881
391,103,47.44091081619263
392,103,47.46399807929993
392,104,47.48676800727844
392,105,47.50937056541443
393,107,47.53173518180847
394,107,47.55408549308777
395,109,47.57603430747986
395,111,47.598647594451904
395,111,47.62145209312439
396,113,47.64366436004639
397,114,47.665568113327026
397,114,47.688069105148315
398,116,47.710747957229614
398,117,47.733126401901245
398,118,47.75543808937073
399,120,47.777552127838135
400,121,47.79933285713196
400,123,47.82134771347046
400,124,47.84296894073486
400,125,47.86555814743042
401,127,47.88798475265503
401,128,47.910260915756226
402,129,47.93237018585205
402,131,47.954594373703
402,132,47.9774112701416
402,133,47.99947714805603
402,134,48.02189326286316
403,136,48.04431676864624
403,138,48.06591510772705
404,140,48.08813810348511
403,140,48.10994291305542
404,142,48.131834268569946
404,144,48.15383720397949
405,145,48.17549657821655
405,146,48.19746470451355
406,148,48.21937561035156
404,149,48.241419315338135
405,150,48.26365041732788
405,152,48.28559494018555
405,154,48.30769491195679
406,155,48.32983326911926
405,157,48.35235953330994
405,158,48.374611377716064
406,160,48.397542238235474
405,161,48.42035627365112
407,163,48.442485332489014
406,165,48.46462154388428
406,166,48.48679208755493
406,168,48.50885367393494
407,169,48.5307834148407
406,171,48.55300164222717
406,173,48.575199365615845
405,174,48.597243309020996
405,176,48.6194589138031
405,178,48.641435384750366
406,179,48.664196729660034
405,181,48.68674445152283
405,182,48.70898985862732
405,184,48.73083519935608
405,185,48.753326416015625
405,187,48.77578616142273
404,189,48.79827833175659
405,190,48.82076144218445
406,192,48.84292531013489
405,194,48.86535573005676
404,196,48.89392805099487
403,198,48.91599154472351
404,200,48.93869972229004
404,202,48.96158289909363
403,203,48.98401141166687
403,205,49.00634527206421
403,207,49.02857446670532
403,209,49.050564765930176
402,211,49.07279968261719
402,212,49.09490180015564
401,214,49.11689352989197
401,216,49.13913941383362
401,218,49.16119647026062
400,220,49.18324065208435
400,222,49.206361293792725
400,223,49.228546142578125
400,225,49.25113272666931
400,227,49.273534059524536
